 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,79099557,7,6,50,11607,20,0,7.142857143,6.094494002,4380,0,1934.5,2177.344966,147.3712425,0.164349846,6591629.75,20400000.0,71100000,17,78200000,13000000.0,28600000.0,71100000,216,908620,181724.0,404327.3646,905004,17,0,0,0,0,152,132,0.088496071,0.075853775,0,4380,833.0714286,1674.294362,2803261.61,0,0,0,0,1,0,0,0,0,897.1538462,7.142857143,1934.5,152,0,0,0,0,0,0,7,50,6,11607,256,229,5,20,888.0,0.0,888,888,39100000.0,45300000.0,71100000,7071788,DDoS
80,1270646,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9155.18563,7.083011319,158830.75,448864.6618,1269714,3,751,375.5,460.3265146,701,50,1270568,254113.6,567737.9625,1269714,3,0,0,0,0,72,132,2.361003773,4.722007546,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,77818286,8,6,56,11601,20,0,7.0,5.656854249,7300,0,1933.5,2720.783986,149.7976966,0.179906301,5986022.0,19600000.0,71100000,1,76900000,11000000.0,26600000.0,71100000,1,906052,181210.4,402410.616,901058,171,0,0,0,0,172,132,0.102803601,0.077102701,0,7300,777.5333333,1896.917457,3598295.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,891.0,0.0,891,891,38500000.0,46200000.0,71100000,5790338,DDoS
80,1281820,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9075.377198,7.021266637,160227.5,452919.5003,1281146,3,547,273.5,381.1305551,543,4,1281776,256355.2,572875.5212,1281146,3,0,0,0,0,72,132,2.340422212,4.680844424,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,77807512,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,149.8955525,0.179931213,5985193.231,19600000.0,71100000,3,76900000,11000000.0,26600000.0,71100000,17,890011,178002.2,397582.9409,889220,3,0,0,0,0,172,132,0.102817836,0.077113377,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,870.0,0.0,870,870,38500000.0,46200000.0,71100000,5777267,DDoS
80,13724,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,847201.9819,655.7854853,1715.5,4102.197181,11845,15,12891,6445.5,7636.04613,11845,1046,13559,2711.8,5698.54356,12902,15,0,0,0,0,72,132,218.5951618,437.1903235,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,10453138,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.29596127,0.382660212,3484379.333,6034519.285,10500000,290,10500000,3484379.333,6034519.285,10500000,290,0,0.0,0.0,0,0,0,0,0,0,80,0,0.382660212,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,696.0,0.0,696,696,10500000.0,0.0,10500000,10500000,DDoS
80,1632,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7128063.725,5514.705882,204.0,299.140674,875,3,1089,544.5,702.1570337,1041,48,1466,293.2,429.3334369,1005,3,0,0,0,0,72,132,1838.235294,3676.470588,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,10440135,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.873526061,0.47892101,2610033.75,5219274.167,10400000,326,10400000,2610033.75,5219274.167,10400000,326,0,0.0,0.0,0,0,0,0,0,0,100,0,0.47892101,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1190.0,0.0,1190,1190,10400000.0,0.0,10400000,10400000,DDoS
80,1604,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7252493.766,5610.972569,200.5,316.1279126,914,3,1050,525.0,738.2194796,1047,3,1471,294.2,432.603398,1011,3,0,0,0,0,72,132,1870.32419,3740.648379,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,10426959,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.301725748,0.383620958,3475653.0,6019338.148,10400000,371,10400000,3475653.0,6019338.148,10400000,371,0,0.0,0.0,0,0,0,0,0,0,80,0,0.383620958,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,773.0,0.0,773,773,10400000.0,0.0,10400000,10400000,DDoS
80,1533,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7588388.78,5870.841487,191.625,308.6111458,890,2,993,496.5,697.914393,990,3,1433,286.6,420.5993343,984,2,0,0,0,0,72,132,1956.947162,3913.894325,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,10417544,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.303805964,0.383967661,3472514.667,6013823.587,10400000,349,10400000,3472514.667,6013823.587,10400000,349,0,0.0,0.0,0,0,0,0,0,0,80,0,0.383967661,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,864.0,0.0,864,864,10400000.0,0.0,10400000,10400000,DDoS
80,1393,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,8351040.919,6460.875808,174.125,295.8128933,874,3,950,475.0,666.0945879,946,4,1321,264.2,401.5161267,956,3,0,0,0,0,72,132,2153.625269,4307.250538,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,10414106,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.304566518,0.38409442,3471368.667,6011904.475,10400000,366,10400000,3471368.667,6011904.475,10400000,366,0,0.0,0.0,0,0,0,0,0,0,80,0,0.38409442,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,788.0,0.0,788,788,10400000.0,0.0,10400000,10400000,DDoS
80,1590,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7316352.201,5660.377358,198.75,315.2054885,914,3,1046,523.0,733.9768389,1042,4,1462,292.4,430.1665956,1008,3,0,0,0,0,72,132,1886.792453,3773.584906,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,10403699,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.306871815,0.384478636,3467899.667,6005835.369,10400000,326,10400000,3467899.667,6005835.369,10400000,326,0,0.0,0.0,0,0,0,0,0,0,80,0,0.384478636,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,858.0,0.0,858,858,10400000.0,0.0,10400000,10400000,DDoS
80,1217,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9558751.027,7395.234182,152.125,247.1456699,738,3,808,404.0,565.6854249,804,4,1151,230.2,339.8804201,818,3,0,0,0,0,72,132,2465.078061,4930.156122,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,10401308,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.307402108,0.384567018,3467102.667,6004532.866,10400000,367,10400000,3467102.667,6004532.866,10400000,367,0,0.0,0.0,0,0,0,0,0,0,80,0,0.384567018,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,768.0,0.0,768,768,10400000.0,0.0,10400000,10400000,DDoS
53,283,2,2,70,460,35,35,35.0,0.0,230,230,230.0,0.0,1872791.519,14134.27562,94.33333333,156.461923,275,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,7067.137809,7067.137809,35,230,113.0,106.8058987,11407.5,0,0,0,0,0,0,0,0,1,141.25,35.0,230.0,64,0,0,0,0,0,0,2,70,2,460,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,166,2,2,70,302,35,35,35.0,0.0,151,151,151.0,0.0,2240963.855,24096.38554,55.33333333,90.64950818,160,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,0,0,0,64,64,12048.19277,12048.19277,35,151,81.4,63.53581667,4036.8,0,0,0,0,0,0,0,0,1,101.75,35.0,151.0,64,0,0,0,0,0,0,2,70,2,302,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,275,2,2,80,290,40,40,40.0,0.0,145,145,145.0,0.0,1345454.545,14545.45455,91.66666667,152.7099647,268,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,7272.727273,7272.727273,40,145,82.0,57.51086854,3307.5,0,0,0,0,0,0,0,0,1,102.5,40.0,145.0,40,0,0,0,0,0,0,2,80,2,290,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,266,2,2,80,326,40,40,40.0,0.0,163,163,163.0,0.0,1526315.789,15037.59398,88.66666667,150.9779233,263,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,7518.796992,7518.796992,40,163,89.2,67.36987457,4538.7,0,0,0,0,0,0,0,0,1,111.5,40.0,163.0,40,0,0,0,0,0,0,2,80,2,326,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,102033,2,2,64,196,32,32,32.0,0.0,98,98,98.0,0.0,2548.195192,39.20300295,34011.0,58898.38792,102021,1,1,1.0,0.0,1,1,11,11.0,0.0,11,11,0,0,0,0,40,64,19.60150148,19.60150148,32,98,58.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,73.0,32.0,98.0,40,0,0,0,0,0,0,2,64,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,51453,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,5208.637009,77.74085087,17151.0,29701.20725,51447,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,38.87042544,38.87042544,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1140,2,2,72,246,36,36,36.0,0.0,123,123,123.0,0.0,278947.3684,3508.77193,380.0,644.3353164,1124,4,12,12.0,0.0,12,12,4,4.0,0.0,4,4,0,0,0,0,64,64,1754.385965,1754.385965,36,123,70.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,88.5,36.0,123.0,64,0,0,0,0,0,0,2,72,2,246,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,293,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,1365187.713,13651.87713,97.66666667,163.9674764,287,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,6825.938567,6825.938567,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,64,0,0,0,0,0,0,2,72,2,328,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1333970,41,42,2664,6954,456,0,64.97560976,109.864573,976,0,165.5714286,320.4037958,7210.057198,62.22028981,16267.92683,105806.9064,951360,1,1333970,33349.25,159265.3306,994167,1,382495,9329.146341,23528.31491,120205,1,0,0,0,0,1328,1360,30.73532388,31.48496593,0,976,114.5,243.3458791,59217.21687,0,0,0,1,0,0,0,0,1,115.8795181,64.97560976,165.5714286,1328,0,0,0,0,0,0,41,2664,42,6954,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,187,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10695.18717,187.0,0.0,187,187,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5347.593583,5347.593583,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1335604,41,42,2728,6634,456,0,66.53658537,110.1299454,976,0,157.952381,319.1214275,7009.562715,62.14416848,16287.85366,106029.4368,955480,0,1335604,33390.1,159130.3309,997492,1,380063,9269.829268,21451.18193,98081,1,0,0,0,0,1328,1360,30.69772178,31.4464467,0,976,111.452381,241.6427915,58391.23867,0,0,0,1,0,0,0,0,1,112.7951807,66.53658537,157.952381,1328,0,0,0,0,0,0,41,2728,42,6634,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,111,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18018.01802,111.0,0.0,111,111,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9009.009009,9009.009009,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,143347,47,60,1325,108751,570,0,28.19148936,110.2697559,2896,0,1812.516667,822.0897409,767898.8748,746.4404557,1352.330189,5067.810221,23061,1,143347,3116.23913,7502.019684,23823,1,120283,2038.694915,6167.670541,24538,1,0,0,0,0,1200,1928,327.8757142,418.5647415,0,2896,1019.222222,1082.537011,1171886.38,0,0,0,1,0,0,0,0,1,1028.747664,28.19148936,1812.516667,1200,0,0,0,0,0,0,47,1325,60,108751,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,143899,46,58,1325,110185,570,0,28.80434783,111.4072847,4344,0,1899.741379,942.9987732,774918.5192,722.7291364,1397.07767,5193.055313,23360,1,143899,3197.755556,7655.879725,23883,2,120525,2114.473684,6287.286944,23836,2,0,0,0,0,1168,1864,319.6686565,403.0604799,0,4344,1062.0,1169.249973,1367145.5,0,0,0,1,0,0,0,0,1,1072.211538,28.80434783,1899.741379,1168,0,0,0,0,0,0,46,1325,58,110185,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142605,45,58,1325,108751,570,0,29.44444444,112.5805884,4344,0,1875.017241,973.725897,771894.3936,722.274815,1398.088235,5168.857742,23218,2,142557,3239.931818,7655.109026,23764,17,119443,2095.491228,6223.072915,23897,2,0,0,0,0,1136,1864,315.556958,406.717857,0,4344,1058.423077,1174.336455,1379066.111,0,0,0,1,0,0,0,0,1,1068.699029,29.44444444,1875.017241,1136,0,0,0,0,0,0,45,1325,58,108751,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142499,46,53,1313,100063,570,0,28.54347826,111.4687214,4344,0,1887.981132,961.4692781,711415.5187,694.7417175,1454.071429,5309.869504,23849,1,142473,3166.066667,7624.287098,23928,4,118650,2281.730769,6510.145009,23936,2,0,0,0,0,1192,1704,322.8092829,371.9324346,0,4344,1013.76,1166.938246,1361744.871,0,0,0,1,0,0,0,0,1,1024.0,28.54347826,1887.981132,1192,0,0,0,0,0,0,46,1313,53,100063,29200,61,28,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,23828,27,31,162,59368,6,6,6.0,0.0,2896,0,1915.096774,783.0897503,2498321.303,2434.11113,418.0350877,2482.025641,18821,0,23778,914.5384615,3661.433864,18861,1,23755,791.8333333,3408.112017,18833,1,0,0,0,0,540,992,1133.120698,1300.990431,0,2896,1009.084746,1114.299614,1241663.631,1,0,0,0,0,0,0,0,1,1026.482759,6.0,1915.096774,540,0,0,0,0,0,0,27,162,31,59368,0,61,26,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,119090,23,28,1169,45025,570,0,50.82608696,156.1373673,2896,0,1608.035714,902.027366,387891.5106,428.2475439,2381.8,6806.153122,23148,2,119090,5413.181818,9746.978426,23868,48,95911,3552.259259,8188.878934,23922,2,0,0,0,0,744,904,193.1312453,235.1162986,0,2896,888.3461538,1028.323762,1057449.76,0,0,0,1,0,0,0,0,1,905.7647059,50.82608696,1608.035714,744,0,0,0,0,0,0,23,1169,28,45025,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,23841,26,31,156,59368,6,6,6.0,0.0,4344,0,1915.096774,867.7613864,2496707.353,2390.83931,425.7321429,2505.018203,18831,1,23841,953.64,3744.233209,18922,2,23731,791.0333333,3407.877279,18831,1,0,0,0,0,520,992,1090.558282,1300.281028,0,4344,1026.37931,1148.503005,1319059.152,1,0,0,0,0,0,0,0,1,1044.385965,6.0,1915.096774,520,0,0,0,0,0,0,26,156,31,59368,0,61,25,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,199037,47,63,1325,100049,570,0,28.19148936,110.2697559,2896,0,1588.079365,717.6696226,509322.3873,552.661063,1826.027523,7265.55705,56205,0,199037,4326.891304,10848.72606,56364,0,175945,2837.822581,9151.860339,56205,1,0,0,0,0,1200,2024,236.1369997,316.5240634,0,2896,913.2792793,947.8815919,898479.5122,0,0,0,1,0,0,0,0,1,921.5818182,28.19148936,1588.079365,1200,0,0,0,0,0,0,47,1325,63,100049,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142923,46,60,1307,95705,570,0,28.41304348,111.499193,2896,0,1595.083333,684.9206633,678771.0865,741.6580956,1361.171429,5126.950789,23762,0,142923,3176.066667,7623.537539,24433,1,119510,2025.59322,6174.904003,24171,1,0,0,0,0,1204,1928,321.8516264,419.8064692,0,2896,906.6542056,936.5510503,877127.8699,0,0,0,1,0,0,0,0,1,915.2075472,28.41304348,1595.083333,1204,0,0,0,0,0,0,46,1307,60,95705,29200,61,27,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,446800,23,28,1169,43577,570,0,50.82608696,156.1373673,2896,0,1556.321429,951.6832282,100147.7171,114.1450313,8936.0,38838.58757,267852,1,446800,20309.09091,69389.91842,327980,49,423469,15684.03704,56601.13305,291041,1,0,0,0,0,744,904,51.47717099,62.66786034,0,2896,860.5,1032.46861,1065991.431,0,0,0,1,0,0,0,0,1,877.372549,50.82608696,1556.321429,744,0,0,0,0,0,0,23,1169,28,43577,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,141851,47,55,1325,98601,570,0,28.19148936,110.2697559,4344,0,1792.745455,917.957661,704443.3948,719.0643704,1404.465347,5197.681086,23292,0,141851,3083.717391,7494.006395,23901,2,118810,2200.185185,6392.140357,23944,1,0,0,0,0,1200,1768,331.3335824,387.7307879,0,4344,970.1553398,1111.09528,1234532.721,0,0,0,1,0,0,0,0,1,979.6666667,28.19148936,1792.745455,1200,0,0,0,0,0,0,47,1325,55,98601,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,145376,51,60,1331,110185,570,0,26.09803922,106.0175938,4344,0,1836.416667,874.1511193,767086.7268,763.5373101,1321.6,5012.191246,23463,1,145375,2907.5,7232.486891,23660,1,121913,2066.322034,6298.043671,25145,1,0,0,0,0,1316,1928,350.8144398,412.7228703,0,4344,995.6785714,1110.930429,1234166.418,0,0,0,1,0,0,0,0,1,1004.648649,26.09803922,1836.416667,1316,0,0,0,0,0,0,51,1331,60,110185,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142904,47,56,1313,104393,570,0,27.93617021,110.3290344,4344,0,1864.160714,898.8648958,739699.3786,720.7635895,1401.019608,5170.506395,23140,1,142904,3106.608696,7519.826551,23913,48,119777,2177.763636,6363.229232,24312,1,0,0,0,0,1224,1800,328.8921234,391.8714662,0,4344,1016.403846,1132.91297,1283491.796,0,0,0,1,0,0,0,0,1,1026.271845,27.93617021,1864.160714,1224,0,0,0,0,0,0,47,1313,56,104393,29200,61,28,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142508,50,59,1331,104393,570,0,26.62,107.0277267,2896,0,1769.372881,804.7193749,741881.1575,764.8693407,1319.518519,5030.679662,23584,1,142508,2908.326531,7297.818114,23790,1,119506,2060.448276,6192.453206,24045,1,0,0,0,0,1284,1896,350.8574957,414.0118449,0,2896,961.1272727,1054.705038,1112402.718,0,0,0,1,0,0,0,0,1,969.9449541,26.62,1769.372881,1284,0,0,0,0,0,0,50,1331,59,104393,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142561,48,59,1319,110185,570,0,27.47916667,109.1949242,4344,0,1867.542373,889.0918715,782149.3957,750.5559024,1344.915094,5060.556533,23171,0,142561,3033.212766,7421.5281,23989,1,119649,2062.913793,6177.081109,24041,1,0,0,0,0,1244,1896,336.6979749,413.8579275,0,4344,1032.444444,1131.941574,1281291.726,0,0,0,1,0,0,0,0,1,1042.093458,27.47916667,1867.542373,1244,0,0,0,0,0,0,48,1319,59,110185,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142389,52,60,1337,110185,570,0,25.71153846,105.010053,2896,0,1836.416667,832.505536,783220.614,786.5776148,1282.783784,4960.836844,23286,1,142389,2791.941176,7160.297852,23640,1,119083,2018.355932,6109.045559,24004,2,0,0,0,0,1336,1928,365.1967497,421.3808651,0,2896,986.920354,1092.874079,1194373.753,0,0,0,1,0,0,0,0,1,995.7321429,25.71153846,1836.416667,1336,0,0,0,0,0,0,52,1337,60,110185,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142403,45,58,1319,103922,570,0,29.31111111,112.6125341,4344,0,1791.758621,912.9122728,739036.3967,723.2993687,1396.107843,5167.892471,23065,1,142389,3236.113636,7668.684291,23811,1,119460,2095.789474,6235.578046,23854,1,0,0,0,0,1148,1864,316.0045786,407.2947901,0,4344,1011.932692,1113.933312,1240847.423,0,0,0,1,0,0,0,0,1,1021.757282,29.31111111,1791.758621,1148,0,0,0,0,0,0,45,1319,58,103922,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142089,45,55,1313,104393,570,0,29.17777778,112.6443092,4344,0,1898.054545,955.3575328,743942.1771,703.7842479,1435.242424,5235.340188,23062,1,142055,3228.522727,7631.283779,23741,1,119063,2204.87037,6386.462883,24044,2,0,0,0,0,1160,1768,316.7029116,387.0813363,0,4344,1046.594059,1172.156919,1373951.844,0,0,0,1,0,0,0,0,1,1057.06,29.17777778,1898.054545,1160,0,0,0,0,0,0,45,1313,55,104393,29200,61,28,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142098,49,58,1325,104393,570,0,27.04081633,108.0950506,2896,0,1799.87931,822.5761859,743979.5071,753.0014497,1340.54717,5074.961667,23200,1,142062,2959.625,7351.531667,23913,1,118959,2087.0,6221.458887,23896,1,0,0,0,0,1264,1864,344.8324396,408.1690101,0,2896,978.8703704,1074.666956,1154909.067,0,0,0,1,0,0,0,0,1,988.0186916,27.04081633,1799.87931,1264,0,0,0,0,0,0,49,1325,58,104393,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,128912,21,26,1169,43577,570,0,55.66666667,162.8920911,2896,0,1676.038462,968.0996842,347105.0019,364.5897977,2802.434783,7805.472794,31356,1,128912,6445.6,11123.03739,31455,2,105920,4236.8,9592.461541,31878,1,0,0,0,0,680,840,162.9018245,201.6879732,0,2896,932.2083333,1085.203284,1177666.168,0,0,0,1,0,0,0,0,1,952.0425532,55.66666667,1676.038462,680,0,0,0,0,0,0,21,1169,26,43577,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,143215,50,61,1337,110185,570,0,26.74,107.0006313,4344,0,1806.311475,858.3705793,778703.3481,775.0584785,1301.954545,4974.84197,23242,1,143148,2921.387755,7298.487925,23858,1,120300,2005.0,6095.643326,24355,1,0,0,0,0,1272,1960,349.1254408,425.9330377,0,4344,995.7321429,1093.746154,1196280.648,0,0,0,1,0,0,0,0,1,1004.702703,26.74,1806.311475,1272,0,0,0,0,0,0,50,1337,61,110185,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
